105.0,181.0,182.0
106.0,145.0,146.0
107.0,154.0,155.0
108.0,202.0,203.0
109.0,186.0,187.0
110.0,162.0,163.0
111.0,246.0,247.0
112.0,138.0,139.0
113.0,178.0,179.0
114.0,240.0,241.0
115.0,167.0,168.0
116.0,158.0,159.0
117.0,184.0,185.0
118.0,156.0,157.0
119.0,130.0,131.0
120.0,183.0,184.0
121.0,499.0,500.0
122.0,193.0,194.0
123.0,124.0,125.0
124.0,251.0,252.0
125.0,234.0,235.0
126.0,276.0,277.0
127.0,193.0,194.0
128.0,193.0,194.0
129.0,184.0,185.0
130.0,226.0,227.0
131.0,199.0,200.0
132.0,199.0,200.0
133.0,245.0,246.0
134.0,240.0,241.0
135.0,375.0,376.0
136.0,212.0,213.0
137.0,348.0,349.0
138.0,265.0,266.0
139.0,282.0,283.0
140.0,215.0,216.0
141.0,243.0,244.0
142.0,338.0,339.0
143.0,283.0,284.0
144.0,262.0,263.0
145.0,389.0,390.0
146.0,270.0,271.0
147.0,342.0,343.0
148.0,345.0,346.0
149.0,246.0,247.0
150.0,374.0,375.0
151.0,331.0,332.0
152.0,279.0,280.0
153.0,314.0,315.0
154.0,277.0,278.0
155.0,302.0,303.0
156.0,236.0,237.0
157.0,259.0,260.0
158.0,320.0,321.0
159.0,258.0,259.0
160.0,302.0,303.0
161.0,194.0,195.0
162.0,208.0,209.0
163.0,202.0,203.0
164.0,218.0,219.0
165.0,210.0,211.0
166.0,242.0,243.0
167.0,204.0,205.0
168.0,191.0,192.0
169.0,193.0,194.0
170.0,252.0,253.0
171.0,453.0,454.0
172.0,419.0,420.0
173.0,360.0,361.0
174.0,300.0,301.0
175.0,364.0,365.0
176.0,309.0,310.0
177.0,354.0,355.0
178.0,315.0,316.0
179.0,350.0,351.0
180.0,258.0,259.0
181.0,487.0,488.0
182.0,345.0,346.0
183.0,377.0,378.0
184.0,499.0,500.0
185.0,449.0,450.0
186.0,499.0,500.0
187.0,499.0,500.0
188.0,499.0,500.0
189.0,443.0,444.0
190.0,499.0,500.0
191.0,499.0,500.0
192.0,499.0,500.0
193.0,499.0,500.0
194.0,499.0,500.0
195.0,499.0,500.0
196.0,461.0,462.0
197.0,499.0,500.0
198.0,353.0,354.0
199.0,499.0,500.0
200.0,499.0,500.0
201.0,499.0,500.0
202.0,379.0,380.0
203.0,499.0,500.0
204.0,461.0,462.0
205.0,492.0,493.0
206.0,499.0,500.0
207.0,369.0,370.0
208.0,475.0,476.0
209.0,499.0,500.0
210.0,386.0,387.0
211.0,499.0,500.0
212.0,499.0,500.0
213.0,483.0,484.0
214.0,499.0,500.0
215.0,499.0,500.0
216.0,499.0,500.0
217.0,499.0,500.0
218.0,499.0,500.0
219.0,499.0,500.0
220.0,499.0,500.0
221.0,499.0,500.0
222.0,499.0,500.0
223.0,499.0,500.0
224.0,499.0,500.0
225.0,499.0,500.0
226.0,76.0,77.0
227.0,499.0,500.0
228.0,499.0,500.0
229.0,499.0,500.0
230.0,258.0,259.0
231.0,499.0,500.0
232.0,499.0,500.0
233.0,499.0,500.0
234.0,430.0,431.0
235.0,451.0,452.0
236.0,413.0,414.0
237.0,301.0,302.0
238.0,292.0,293.0
239.0,289.0,290.0
240.0,298.0,299.0
241.0,299.0,300.0
242.0,302.0,303.0
243.0,279.0,280.0
244.0,264.0,265.0
245.0,260.0,261.0
246.0,275.0,276.0
247.0,290.0,291.0
248.0,294.0,295.0
249.0,231.0,232.0
250.0,297.0,298.0
251.0,292.0,293.0
252.0,268.0,269.0
253.0,316.0,317.0
254.0,310.0,311.0
255.0,279.0,280.0
256.0,255.0,256.0
257.0,366.0,367.0
258.0,344.0,345.0
259.0,304.0,305.0
260.0,271.0,272.0
261.0,233.0,234.0
262.0,227.0,228.0
263.0,230.0,231.0
264.0,269.0,270.0
265.0,244.0,245.0
266.0,263.0,264.0
267.0,256.0,257.0
268.0,244.0,245.0
269.0,243.0,244.0
270.0,225.0,226.0
271.0,197.0,198.0
272.0,222.0,223.0
273.0,260.0,261.0
274.0,207.0,208.0
275.0,208.0,209.0
276.0,234.0,235.0
277.0,231.0,232.0
278.0,214.0,215.0
279.0,226.0,227.0
280.0,232.0,233.0
281.0,180.0,181.0
282.0,230.0,231.0
283.0,209.0,210.0
284.0,188.0,189.0
285.0,225.0,226.0
286.0,220.0,221.0
287.0,227.0,228.0
288.0,228.0,229.0
289.0,229.0,230.0
290.0,215.0,216.0
291.0,204.0,205.0
292.0,200.0,201.0
293.0,195.0,196.0
294.0,202.0,203.0
295.0,182.0,183.0
296.0,196.0,197.0
297.0,172.0,173.0
298.0,194.0,195.0
299.0,189.0,190.0
